"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)"
"61 Harddrugs";"2022*";"Amsterdam";1040
"61 Harddrugs";"2023*";"Amsterdam";1230
"62 Softdrugs";"2010";"Amsterdam";355
"62 Softdrugs";"2011";"Amsterdam";450
"62 Softdrugs";"2012";"Amsterdam";380
"62 Softdrugs";"2013";"Amsterdam";460
"62 Softdrugs";"2014";"Amsterdam";400
"62 Softdrugs";"2015";"Amsterdam";380
"62 Softdrugs";"2016";"Amsterdam";315
"62 Softdrugs";"2017";"Amsterdam";280
"62 Softdrugs";"2018";"Amsterdam";285
"62 Softdrugs";"2019";"Amsterdam";285
"62 Softdrugs";"2020";"Amsterdam";275
"62 Softdrugs";"2021";"Amsterdam";280
"62 Softdrugs";"2022*";"Amsterdam";220
"62 Softdrugs";"2023*";"Amsterdam";315
"6.3 Drugsmisdrijf (overig)";"2010";"Amsterdam";25
"6.3 Drugsmisdrijf (overig)";"2011";"Amsterdam";40
"6.3 Drugsmisdrijf (overig)";"2012";"Amsterdam";15
"6.3 Drugsmisdrijf (overig)";"2013";"Amsterdam";10
"6.3 Drugsmisdrijf (overig)";"2014";"Amsterdam";10
"6.3 Drugsmisdrijf (overig)";"2015";"Amsterdam";15
"6.3 Drugsmisdrijf (overig)";"2016";"Amsterdam";25
"6.3 Drugsmisdrijf (overig)";"2017";"Amsterdam";15
"6.3 Drugsmisdrijf (overig)";"2018";"Amsterdam";10
"6.3 Drugsmisdrijf (overig)";"2019";"Amsterdam";10
"6.3 Drugsmisdrijf (overig)";"2020";"Amsterdam";10
"6.3 Drugsmisdrijf (overig)";"2021";"Amsterdam";5
"6.3 Drugsmisdrijf (overig)";"2022*";"Amsterdam";5
"6.3 Drugsmisdrijf (overig)";"2023*";"Amsterdam";10
"7 Vuurwapenmisdrijven";"2010";"Amsterdam";460
"7 Vuurwapenmisdrijven";"2011";"Amsterdam";775
"7 Vuurwapenmisdrijven";"2012";"Amsterdam";810
"7 Vuurwapenmisdrijven";"2013";"Amsterdam";515
"7 Vuurwapenmisdrijven";"2014";"Amsterdam";470
"7 Vuurwapenmisdrijven";"2015";"Amsterdam";530
"7 Vuurwapenmisdrijven";"2016";"Amsterdam";570
"7 Vuurwapenmisdrijven";"2017";"Amsterdam";490
"7 Vuurwapenmisdrijven";"2018";"Amsterdam";520
"7 Vuurwapenmisdrijven";"2019";"Amsterdam";555
"7 Vuurwapenmisdrijven";"2020";"Amsterdam";485
"7 Vuurwapenmisdrijven";"2021";"Amsterdam";505
"7 Vuurwapenmisdrijven";"2022*";"Amsterdam";435
"7 Vuurwapenmisdrijven";"2023*";"Amsterdam";420
"9 Misdrijven overige wetten";"2010";"Amsterdam";245
"9 Misdrijven overige wetten";"2011";"Amsterdam";185
"9 Misdrijven overige wetten";"2012";"Amsterdam";220
"9 Misdrijven overige wetten";"2013";"Amsterdam";210
"9 Misdrijven overige wetten";"2014";"Amsterdam";240
"9 Misdrijven overige wetten";"2015";"Amsterdam";220
"9 Misdrijven overige wetten";"2016";"Amsterdam";180
"9 Misdrijven overige wetten";"2017";"Amsterdam";170
"9 Misdrijven overige wetten";"2018";"Amsterdam";220
"9 Misdrijven overige wetten";"2019";"Amsterdam";250
"9 Misdrijven overige wetten";"2020";"Amsterdam";205
"9 Misdrijven overige wetten";"2021";"Amsterdam";235
"9 Misdrijven overige wetten";"2022*";"Amsterdam";270
"9 Misdrijven overige wetten";"2023*";"Amsterdam";275
"91 Militaire misdrijven";"2010";"Amsterdam";0
"91 Militaire misdrijven";"2011";"Amsterdam";0
"91 Militaire misdrijven";"2012";"Amsterdam";10
"91 Militaire misdrijven";"2013";"Amsterdam";5
"91 Militaire misdrijven";"2014";"Amsterdam";0
"91 Militaire misdrijven";"2015";"Amsterdam";0
"91 Militaire misdrijven";"2016";"Amsterdam";0
"91 Militaire misdrijven";"2017";"Amsterdam";0
"91 Militaire misdrijven";"2018";"Amsterdam";0
"91 Militaire misdrijven";"2019";"Amsterdam";0
"91 Militaire misdrijven";"2020";"Amsterdam";0
"91 Militaire misdrijven";"2021";"Amsterdam";0
"91 Militaire misdrijven";"2022*";"Amsterdam";0
"91 Militaire misdrijven";"2023*";"Amsterdam";0
"92 Misdrijven (overig)";"2010";"Amsterdam";245
"92 Misdrijven (overig)";"2011";"Amsterdam";185
"92 Misdrijven (overig)";"2012";"Amsterdam";215
"92 Misdrijven (overig)";"2013";"Amsterdam";205
"92 Misdrijven (overig)";"2014";"Amsterdam";240
"92 Misdrijven (overig)";"2015";"Amsterdam";220
"92 Misdrijven (overig)";"2016";"Amsterdam";180
"92 Misdrijven (overig)";"2017";"Amsterdam";170
"92 Misdrijven (overig)";"2018";"Amsterdam";220
"92 Misdrijven (overig)";"2019";"Amsterdam";250
"92 Misdrijven (overig)";"2020";"Amsterdam";205
"92 Misdrijven (overig)";"2021";"Amsterdam";235
"92 Misdrijven (overig)";"2022*";"Amsterdam";270
"92 Misdrijven (overig)";"2023*";"Amsterdam";275
