"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Amsterdam";873338;433550;439788;123066;109208;317606;210029;113429;565378;210833;73939;23188;173395;317131;77498;12284;63474;44360;119515;10779;12;5914;7;474875;256596;104309;113970;1,8;5277
"Burgwallen-Oude Zijde";4520;2485;2040;205;780;2140;945;445;3510;640;305;60;1525;815;35;45;100;50;585;35;8;20;5;3180;2155;780;245;1,4;12914
"Kop Zeedijk";1115;650;465;40;145;555;275;100;860;155;85;10;390;205;5;15;30;10;150;5;5;5;4;770;520;200;50;1,4;18567
"Oude Kerk e.o.";695;390;305;20;150;340;125;70;570;75;50;10;245;120;5;5;10;10;85;5;9;0;1;510;350;130;30;1,4;7756
"Burgwallen Oost";1650;860;790;90;285;770;325;180;1275;245;105;20;555;340;15;15;40;15;250;15;8;5;5;1145;760;285;105;1,4;27483
"Nes e.o.";370;205;165;25;60;190;75;25;285;55;20;5;140;45;0;0;5;5;30;5;5;0;3;245;150;70;25;1,5;7360
"BG-terrein e.o.";695;385;310;35;140;290;150;80;525;110;40;10;190;100;5;5;10;5;70;10;9;5;7;510;375;95;40;1,4;8638
"Burgwallen-Nieuwe Zijde";4025;2230;1800;160;625;2110;805;320;3165;590;230;40;1490;735;35;25;75;50;555;30;8;5;2;2880;1950;745;180;1,4;7060
"Stationsplein e.o.";5;5;5;0;0;5;0;0;5;0;0;0;10;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1,8;
"Hemelrijk";560;325;235;20;75;305;125;35;455;60;40;5;215;85;5;0;15;10;55;5;5;0;0;405;270;105;20;1,4;9317
"Nieuwendijk Noord";450;260;195;15;75;250;95;15;375;60;20;5;185;110;0;5;10;0;90;10;16;0;0;340;240;75;20;1,3;7517
"Spuistraat Noord";805;440;365;25;115;435;160;65;610;140;40;10;300;130;5;5;15;10;90;5;7;5;4;555;350;170;35;1,4;16140
"Nieuwe Kerk e.o.";765;450;320;45;135;400;145;45;610;120;30;5;265;160;5;5;20;10;125;5;7;0;4;520;325;155;40;1,5;9600
"Spuistraat Zuid";725;405;320;35;100;360;155;70;565;105;40;10;280;115;10;10;10;5;90;5;4;0;1;525;365;115;40;1,4;12033
"Begijnhofbuurt";415;175;245;5;55;205;80;70;305;55;50;5;125;70;10;0;5;0;55;5;10;0;2;330;255;60;10;1,2;5914
"Kalverdriehoek";295;170;125;10;65;150;50;15;240;45;15;0;115;65;0;5;0;5;50;5;10;0;3;205;135;60;15;1,4;5920
"Grachtengordel-West";6365;3330;3030;455;855;2250;1710;1095;4120;1690;405;145;2220;715;15;45;55;65;540;55;9;30;4;4095;2520;1085;490;1,6;14147
"Langestraat e.o.";1870;995;875;180;195;590;515;390;1130;550;135;50;625;160;5;10;20;10;125;20;10;5;4;1145;665;305;170;1,6;18690
"Leliegracht e.o.";1800;905;895;110;350;630;440;265;1250;425;90;30;650;230;5;10;15;20;185;20;9;5;3;1200;785;290;120;1,5;12857
"Felix Meritisbuurt";2025;1075;945;120;230;780;570;320;1300;535;135;40;740;235;5;20;20;25;165;20;10;10;7;1320;805;365;145;1,5;12638
"Leidsegracht Noord";675;360;315;40;80;250;185;120;435;180;45;20;210;85;0;10;5;10;65;5;4;5;3;435;260;125;50;1,6;13500
"Grachtengordel-Zuid";5380;2920;2465;420;725;2075;1365;795;3565;1350;325;140;1860;690;35;40;55;60;505;40;7;20;4;3360;2015;895;450;1,6;10350
"Spiegelbuurt";800;450;350;75;95;320;210;105;520;215;45;15;305;135;0;5;10;10;110;10;11;5;4;480;270;135;75;1,7;10000
"Gouden Bocht";150;85;65;10;20;60;30;30;100;25;10;5;55;10;0;0;0;0;10;5;14;0;7;90;50;30;10;1,6;2920
"Van Loonbuurt";1405;720;685;100;205;460;385;260;865;390;110;40;420;130;10;15;5;15;85;5;4;10;6;870;520;215;130;1,6;10823
"Amstelveldbuurt";1535;805;725;150;185;495;450;245;975;430;85;40;450;190;10;10;20;20;125;10;7;5;3;930;565;220;150;1,7;13927
"Rembrandtpleinbuurt";455;265;190;20;50;270;80;40;350;70;35;10;165;100;10;5;0;10;80;5;11;0;4;320;205;95;20;1,4;7617
"Reguliersbuurt";400;225;175;20;95;230;45;10;325;65;5;0;200;75;0;5;0;5;60;0;3;0;0;275;180;80;20;1,4;9950
"Leidsegracht Zuid";645;365;275;40;80;245;165;110;430;145;30;30;260;50;5;0;5;0;35;10;11;0;6;395;235;115;45;1,6;12840
"Nieuwmarkt/Lastage";9630;5000;4625;740;1130;3220;2680;1855;6315;2155;905;250;2750;1525;100;70;265;95;990;70;7;85;9;6280;3970;1460;850;1,5;13561
"Oosterdokseiland";460;265;195;60;30;195;130;45;295;115;45;5;120;125;15;5;40;10;60;10;13;0;2;260;120;85;55;1,8;3850
"Scheepvaarthuisbuurt";725;355;365;55;115;275;165;110;495;175;40;15;220;55;5;5;10;5;30;5;10;0;3;440;255;130;60;1,6;14420
"Rapenburg";990;485;500;95;220;345;225;100;710;210;55;15;350;165;10;10;25;20;100;5;7;0;2;630;380;155;90;1,6;10956
"Lastage";1075;555;520;90;110;415;295;165;755;240;75;15;300;135;10;5;10;15;95;10;9;5;2;685;400;190;95;1,6;21520
"Nieuwmarkt";1600;775;820;120;135;400;495;445;995;310;220;75;385;245;15;15;55;10;140;5;3;40;23;1030;685;195;150;1,5;26600
"Uilenburg";1235;660;575;85;125;455;360;210;785;305;120;25;360;255;15;10;30;20;190;5;7;10;6;805;490;200;115;1,5;15425
"Valkenburg";1190;610;585;95;140;375;310;275;725;290;130;45;355;205;10;5;40;5;145;10;9;10;8;800;535;165;95;1,5;17014
"Zuiderkerkbuurt";1500;840;655;85;145;465;465;335;970;330;155;40;410;195;15;10;30;10;130;5;5;15;13;1035;705;215;115;1,4;21400
"Waterloopleinbuurt";860;450;410;60;105;295;230;170;590;180;80;15;260;150;5;5;25;10;105;5;8;5;6;595;400;125;65;1,5;7855
"Haarlemmerbuurt";9175;4615;4555;885;805;3060;2720;1695;5850;2220;845;255;2380;1690;215;75;345;90;970;80;9;70;7;5645;3375;1330;940;1,6;16678
"Westerdokseiland";1840;940;900;240;130;540;540;390;1020;595;170;55;420;475;60;15;125;40;230;20;11;10;6;995;455;320;220;1,9;11506
"Haarlemmerbuurt Oost";1475;750;725;95;160;555;415;255;1025;285;135;40;405;215;15;5;40;10;155;15;8;10;9;970;615;235;120;1,5;16422
"Haarlemmerbuurt West";2430;1240;1185;215;235;820;725;435;1560;555;225;85;640;460;75;25;85;25;250;20;8;30;13;1490;915;330;250;1,6;22082
"Westelijke eilanden";2900;1410;1490;300;245;905;895;550;1840;725;275;65;775;430;55;20;65;15;270;25;9;10;3;1810;1115;390;305;1,6;19347
"Planciusbuurt Noord";355;185;175;30;25;175;95;35;290;40;20;10;110;65;5;5;15;0;40;5;8;0;6;255;185;45;30;1,4;17650
"Planciusbuurt Zuid";170;90;80;15;10;70;50;30;120;25;20;5;30;35;5;5;10;0;20;0;6;0;6;125;95;20;10;1,3;17000
"Jordaan";19405;9835;9565;1485;1975;7260;5365;3320;13350;3850;1710;490;5480;2975;360;175;455;265;1730;175;9;140;7;12935;8480;2815;1640;1,5;23380
"Driehoekbuurt";2725;1345;1375;205;250;1095;745;420;1900;535;230;55;755;390;45;25;50;30;245;20;8;15;5;1860;1230;405;220;1,5;27210
"Bloemgrachtbuurt";2965;1460;1505;265;325;1100;785;485;2000;655;255;60;940;395;35;25;45;40;255;30;10;20;6;1885;1170;440;280;1,6;26964
"Marnixbuurt Noord";1485;740;745;130;145;545;405;260;1000;295;140;50;360;335;45;10;75;40;165;15;11;20;13;965;595;230;140;1,5;24750
"Zaagpoortbuurt";935;535;400;55;125;470;205;80;740;105;80;10;265;245;40;15;45;15;120;15;13;5;4;730;575;105;45;1,3;23350
"Marnixbuurt Midden";200;110;90;15;15;125;35;15;155;35;10;0;55;40;0;5;10;5;25;0;5;0;0;125;70;40;20;1,6;10150
"Elandsgrachtbuurt";4290;2200;2090;330;425;1605;1170;765;2890;900;390;100;1270;660;95;40;90;70;360;35;8;25;6;2820;1825;635;360;1,5;22558
"Passeerdersgrachtbuurt";870;455;415;50;85;320;240;175;610;160;75;30;250;125;10;10;15;15;75;10;9;5;6;615;435;130;55;1,4;17440
"Groenmarktkadebuurt";255;120;135;5;50;145;35;10;205;30;15;5;85;50;5;5;5;5;40;0;4;0;12;170;95;65;5;1,5;6325
"Marnixbuurt Zuid";670;355;320;30;35;265;145;195;430;110;70;65;185;115;15;5;15;10;65;5;4;20;28;490;375;90;30;1,3;16750
"Anjeliersbuurt Noord";2080;1055;1025;175;235;655;645;370;1405;450;175;55;540;225;30;10;30;20;135;15;8;15;6;1320;810;300;215;1,6;23111
"Anjeliersbuurt Zuid";2935;1460;1470;225;285;920;955;550;2025;575;275;65;770;395;45;25;70;20;235;30;11;25;8;1955;1295;380;275;1,5;26682
"De Weteringschans";7330;3775;3555;645;890;3085;1730;975;5080;1665;445;140;2375;1030;45;65;90;90;735;75;10;30;5;4600;2775;1200;625;1,6;13088
"Leidsebuurt Noordwest";265;155;115;10;40;145;55;15;215;45;10;0;100;50;0;5;0;0;45;0;4;5;4;195;140;45;10;1,4;8900
"Leidsebuurt Zuidwest";130;70;60;5;30;55;25;15;90;30;10;5;50;30;0;0;0;5;25;0;8;0;0;95;75;15;10;1,4;4233
"Leidsebuurt Noordoost";1030;535;495;50;230;530;165;65;820;145;50;10;390;210;5;15;10;15;160;5;5;5;6;705;440;215;50;1,5;20660
"Leidsebuurt Zuidoost";290;150;135;30;35;100;75;40;195;70;10;10;85;55;5;5;10;0;35;5;21;0;7;185;125;35;25;1,5;7175
"Weteringbuurt";2400;1180;1225;265;215;1090;545;290;1725;510;130;35;795;295;15;10;25;35;210;25;9;10;4;1470;855;390;220;1,6;20008
"Den Texbuurt";1070;570;500;115;130;385;255;190;665;310;65;30;310;125;5;10;15;5;90;10;10;5;7;610;340;145;120;1,8;10690
"Utrechtsebuurt Zuid";1210;630;580;90;135;440;335;210;780;300;105;30;380;140;5;15;10;15;95;15;12;10;5;775;465;200;110;1,6;20217
"Frederikspleinbuurt";935;485;450;85;80;350;270;150;590;255;65;20;280;125;15;10;15;10;75;15;12;0;3;570;335;150;85;1,6;6657
"Weesperbuurt/Plantage";7545;3890;3650;635;1040;2775;1895;1195;5230;1575;555;185;2115;1225;105;70;250;85;715;75;10;70;9;4585;2900;1085;610;1,5;9671
"Weesperbuurt";3130;1600;1530;190;475;1150;710;610;2150;635;260;90;915;480;20;20;100;30;305;25;9;40;12;2055;1370;485;200;1,5;14905
"Sarphatistrook";2155;1150;1010;190;280;880;595;215;1580;400;145;30;570;480;65;25;115;45;225;25;12;10;6;1195;740;280;175;1,6;11989
"de Plantage";1855;940;925;190;255;575;500;335;1200;475;130;55;525;225;20;20;25;15;150;15;9;15;9;1095;650;260;185;1,6;5468
"Alexanderplein e.o.";395;205;195;55;35;170;95;35;300;65;25;10;100;40;0;0;5;0;30;5;10;0;0;240;140;55;40;1,7;9900
"Oostelijke Eilanden/Kadijken";13715;6965;6745;1395;1570;4570;3960;2220;9110;3000;1305;305;2780;3685;695;160;905;270;1660;130;10;110;8;8065;4860;1675;1525;1,6;13852
"Marine-Etablissement";80;45;35;10;5;25;35;10;45;20;5;0;10;20;0;0;0;0;20;0;12;0;0;35;15;10;10;1,8;476
"Kattenburg";1690;785;905;155;345;455;355;375;1020;440;165;55;315;415;60;25;105;35;195;15;9;10;5;1035;650;200;190;1,6;18767
"Wittenburg";2635;1465;1165;230;180;950;895;380;1750;500;340;45;455;990;195;55;305;65;380;10;4;15;7;1355;815;265;275;1,6;21933
"Oostenburg";1775;900;875;185;185;645;520;240;1185;395;160;35;330;610;130;10;175;60;245;15;10;15;9;1040;620;205;215;1,7;8885
"Czaar Peterbuurt";2360;1175;1180;240;265;1065;545;245;1735;360;220;45;530;705;150;35;155;45;305;40;17;35;14;1465;895;310;255;1,6;23610
"Het Funen";1300;650;650;265;170;310;425;130;810;385;80;20;275;275;70;10;45;20;135;15;11;10;7;620;275;140;210;2,1;18557
"Kazernebuurt";940;445;490;55;105;300;255;215;655;170;85;25;185;190;35;10;45;20;85;10;10;10;7;620;405;130;90;1,5;18780
"Kadijken";2935;1490;1445;255;310;825;925;625;1890;720;240;75;680;470;60;15;75;25;295;25;9;20;7;1890;1180;420;280;1,6;17265
"Westelijk Havengebied";145;85;60;5;55;55;15;15;110;30;5;5;45;35;5;5;5;0;20;0;7;0;0;120;100;5;10;1,3;7
"Coenhaven/Mercuriushaven";95;55;40;5;50;30;5;5;85;5;0;0;45;25;0;0;0;0;20;0;0;0;0;85;80;5;5;1,1;66
"Alfa-driehoek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Petroleumhaven";0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
"Westhaven Noord";35;20;10;5;5;15;0;5;15;15;0;0;5;5;5;0;0;0;5;5;30;0;0;15;10;5;5;1,7;9
"Vervoerscentrum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;
"Amerikahaven";0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;
"Afrikahaven";5;5;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;2;
"Westhaven Zuid";5;0;5;5;0;0;5;0;5;5;5;0;5;5;0;0;5;0;0;0;0;0;0;5;5;0;0;1,8;
"Bedrijventerrein Sloterdijk";860;530;325;10;305;475;60;10;780;55;20;0;285;350;40;20;45;25;220;5;4;0;0;745;645;85;10;1,2;119
"Sloterdijk II";10;10;5;0;0;5;0;0;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;5;5;5;0;1,1;22
"Sloterdijk III Oost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Sloterdijk III West";120;95;25;5;50;40;20;5;100;10;10;0;30;55;15;10;10;10;15;0;0;0;0;105;95;5;0;1,1;58
"De Heining";30;15;15;5;0;5;10;5;15;10;0;0;5;0;0;0;0;0;0;5;36;0;0;10;5;5;5;2,2;28
"Teleport";695;410;285;0;245;420;20;0;655;30;10;0;250;290;25;10;35;15;205;0;3;0;0;615;535;75;5;1,1;820
"Bretten Oost";0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
"Bretten West";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Houthavens";3685;1910;1775;735;185;1435;965;360;2290;1130;205;65;820;500;55;25;80;45;290;105;28;20;6;1765;710;510;545;2,1;11176
"Houthavens West";3035;1555;1480;680;150;1275;700;230;1910;925;150;50;650;425;50;25;65;35;250;100;33;20;6;1365;490;390;485;2,2;10117
"Houthavens Oost";655;355;300;55;40;160;265;130;380;205;50;15;170;75;10;0;15;10;35;0;5;0;3;395;215;120;60;1,6;32650
"Spaarndammer- en Zeeheldenbuurt";10655;5280;5375;1355;870;4130;2880;1415;7275;2035;1075;270;2080;3480;865;145;815;250;1400;135;12;105;10;6210;3680;1245;1285;1,7;7777
"Zeeheldenbuurt";1995;980;1015;300;185;755;530;225;1385;390;185;35;420;710;205;25;155;40;290;20;11;15;7;1060;590;235;235;1,7;22167
"Spaarndammerbuurt Noordoost";2700;1355;1350;320;225;950;850;365;1815;515;310;60;480;975;245;50;215;85;380;30;11;20;7;1675;1040;295;345;1,6;27030
"Spaarndammerbuurt Zuidoost";1030;485;550;125;90;395;275;145;720;205;90;20;215;280;70;5;65;25;110;10;7;10;10;625;360;145;120;1,7;20660
"Spaarndammerbuurt Zuidwest";1705;855;850;200;105;665;360;375;1135;305;170;100;360;420;75;20;110;25;185;25;15;35;22;960;590;200;170;1,6;21350
"Spaarndammerbuurt Midden";1260;650;615;160;115;540;330;115;890;240;110;20;250;405;85;20;95;30;175;25;18;15;9;770;480;135;155;1,6;21017
"Spaarndammerbuurt Noordwest";1950;965;985;245;150;825;535;190;1325;375;210;35;350;695;185;25;180;50;255;30;14;10;7;1115;610;240;265;1,7;16250
"Westergasfabriek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Overbraker Binnenpolder";5;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1,3;
"Staatsliedenbuurt";12910;6425;6480;1385;1160;5425;3560;1375;9220;2440;1045;205;3230;3385;875;125;560;275;1550;160;13;70;5;7885;4665;1760;1465;1,6;27464
"De Wittenbuurt Noord";1375;690;685;170;135;560;355;165;925;310;115;25;340;360;90;15;40;40;170;15;9;5;4;830;480;200;150;1,7;22900
"De Wittenbuurt Zuid";850;425;420;75;85;220;295;175;545;185;95;25;190;240;75;10;40;5;115;10;11;10;8;560;375;95;95;1,5;21150
"Staatsliedenbuurt Noordoost";1220;595;620;95;100;380;340;305;705;285;175;55;245;420;120;10;90;35;170;15;11;20;16;765;460;170;140;1,6;20267
"Fannius Scholtenbuurt";3675;1835;1840;400;305;1680;1015;275;2795;580;255;40;995;1005;235;35;190;110;440;50;14;15;4;2310;1425;475;410;1,6;36770
"Westerstaatsman";2770;1370;1395;285;260;1400;685;135;2140;425;180;15;765;685;165;25;85;30;380;40;14;10;4;1745;1075;375;290;1,6;27660
"Buyskade e.o.";3025;1515;1515;370;280;1190;875;310;2110;650;225;40;700;670;190;35;115;55;280;40;13;10;4;1680;850;445;385;1,8;27536
"Centrale Markt";2415;1160;1260;285;280;745;785;320;1530;625;200;60;490;640;200;25;95;55;265;30;13;10;5;1270;635;275;360;1,9;4648
"Ecowijk";1270;600;670;170;185;275;500;140;785;350;110;25;240;300;105;10;40;20;125;5;6;5;2;610;255;125;230;2,1;21200
"Markthallen";15;5;5;5;0;5;0;5;10;5;5;0;5;0;0;0;0;0;0;0;0;0;0;5;5;5;0;2;62
"Bedrijvencentrum Westerkwartier";65;35;30;10;10;10;30;5;40;15;5;5;5;5;0;0;0;0;0;0;0;0;0;30;10;5;10;2,1;457
"Marcanti";1065;520;550;105;85;450;255;165;690;255;85;35;235;335;95;10;50;35;135;25;23;10;8;625;365;140;120;1,7;17750
"Frederik Hendrikbuurt";8270;4180;4090;770;710;3740;2045;1000;5965;1500;655;145;2175;1865;485;75;220;175;910;90;11;80;10;5135;3115;1245;775;1,6;22975
"Frederik Hendrikbuurt Noord";3850;1845;2005;380;365;1770;890;445;2810;700;290;60;1080;770;200;35;85;65;390;55;15;30;8;2360;1365;615;385;1,6;21400
"Frederik Hendrikbuurt Zuidoost";3300;1770;1535;295;255;1630;780;340;2465;525;265;50;855;845;195;35;105;85;425;30;9;30;9;2095;1365;455;270;1,5;30009
"Frederik Hendrikbuurt Zuidwest";1115;565;550;95;90;335;370;215;695;280;105;40;245;250;95;5;35;25;95;5;6;25;21;680;380;175;125;1,6;18633
"Da Costabuurt";4650;2320;2325;435;405;2120;1095;595;3335;900;330;85;1350;745;115;40;125;70;390;70;15;20;4;2890;1675;785;430;1,6;21132
"Da Costabuurt Noord";4650;2320;2330;435;400;2120;1090;600;3335;900;330;85;1350;740;115;40;125;65;395;70;15;20;4;2890;1675;785;430;1,6;21132
"Kinkerbuurt";6735;3445;3295;720;625;3295;1530;570;5065;1090;505;80;1645;1675;405;80;265;195;720;100;15;25;3;3895;2270;1010;620;1,6;26956
"Bellamybuurt Noord";2720;1450;1270;285;245;1235;705;255;2035;435;215;40;595;720;220;40;115;75;270;40;14;15;5;1445;820;380;250;1,7;27210
"Bellamybuurt Zuid";4015;1995;2025;440;380;2055;825;315;3035;660;285;40;1050;955;190;40;145;120;455;65;16;10;2;2450;1450;630;365;1,6;25113
"Van Lennepbuurt";6955;3435;3525;625;655;2900;1740;1040;4850;1285;630;185;1610;2255;610;65;405;255;920;70;10;80;11;4485;2900;910;675;1,5;27824
"Da Costabuurt Zuid";2245;1145;1095;180;245;1170;465;185;1745;355;125;20;670;450;75;15;60;45;245;15;8;15;7;1490;955;350;180;1,5;32014
"Borgerbuurt";2860;1340;1515;285;255;875;790;660;1745;630;340;140;505;1235;405;25;265;150;395;25;9;50;17;1765;1145;300;320;1,6;25991
"Lootsbuurt";1860;950;910;165;155;865;485;190;1365;300;170;25;430;570;130;20;85;60;275;25;13;10;6;1230;795;260;170;1,5;30933
"Helmersbuurt";7455;3670;3790;815;805;3075;1875;885;5345;1510;495;105;2025;1130;130;70;185;80;670;105;14;25;4;4505;2615;1115;785;1,7;21929
"Helmersbuurt Oost";2540;1220;1325;295;300;1120;575;255;1815;565;140;25;765;325;20;20;35;15;230;45;17;5;3;1455;750;440;265;1,7;25420
"WG-terrein";2605;1320;1290;260;250;875;755;470;1745;570;235;60;615;510;85;20;105;45;250;20;9;15;5;1655;1055;320;280;1,6;16294
"Cremerbuurt Oost";2305;1130;1175;265;250;1085;550;165;1785;375;125;25;645;295;20;25;45;15;190;30;14;10;3;1400;805;355;240;1,7;32957
"Overtoomse Sluis";7920;3830;4090;810;755;3880;1715;765;5825;1475;500;120;2380;1165;120;60;155;140;680;105;13;25;3;4800;2765;1245;790;1,6;26403
"Cremerbuurt West";5695;2785;2905;560;515;2935;1215;470;4265;995;370;70;1770;850;105;50;85;115;500;80;14;20;3;3545;2060;920;560;1,6;28485
"Vondelparkbuurt West";2225;1045;1180;245;235;945;500;300;1560;480;135;50;615;310;15;20;65;30;185;20;10;10;3;1260;705;325;230;1,7;22240
"Vondelbuurt";1775;915;855;195;205;550;490;345;1105;450;160;60;545;290;45;20;40;25;155;15;8;10;7;965;535;240;195;1,8;8064
"Vondelparkbuurt Oost";860;465;395;90;95;295;240;145;535;235;75;15;300;130;10;5;20;10;90;10;12;5;2;500;280;130;90;1,7;6646
"Vondelparkbuurt Midden";910;445;465;105;110;255;250;200;570;215;80;40;240;155;40;15;20;10;70;5;4;10;12;465;255;110;105;1,8;10111
"Zuidas";3935;2100;1835;420;630;2190;540;150;2780;985;145;20;1215;1275;70;40;115;120;925;55;13;5;2;2570;1660;550;355;1,5;1854
"Zuidas Noord";440;240;200;60;20;285;55;15;290;140;10;0;110;125;5;5;5;10;105;10;30;0;0;240;110;85;45;1,8;548
"RAI";0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;
"VU-kwartier";120;70;50;15;15;60;15;10;95;25;0;0;35;55;0;0;0;5;50;0;8;0;8;85;70;5;10;1,4;264
"Zuidas Zuid";2430;1330;1095;305;165;1420;415;125;1565;735;115;15;775;795;60;20;80;75;565;35;15;5;2;1415;715;420;275;1,7;11036
"Vivaldi";945;455;490;40;435;420;45;5;835;95;15;0;295;295;10;15;25;30;210;5;2;0;0;835;765;40;30;1,1;3259
"Oude Pijp";14630;7370;7260;1170;1750;7110;3180;1425;11060;2425;965;180;4230;2980;395;155;470;265;1695;155;11;65;5;9655;6125;2330;1205;1,5;23222
"Hemonybuurt";2590;1320;1270;270;305;1180;605;220;1935;490;140;25;750;405;45;30;70;30;230;35;14;10;3;1600;940;400;255;1,6;21567
"Gerard Doubuurt";1910;995;915;150;210;885;440;225;1380;340;160;30;535;475;100;30;65;40;245;30;14;5;4;1285;840;290;160;1,5;19120
"Frans Halsbuurt";2615;1300;1315;220;260;1300;595;240;1990;420;165;35;850;460;50;25;55;30;300;30;11;15;4;1725;1100;400;230;1,5;23764
"Hercules Seghersbuurt";2570;1255;1315;190;315;1285;520;250;1980;390;175;25;690;655;105;25;115;85;325;30;10;15;5;1740;1130;405;205;1,5;32138
"Sarphatiparkbuurt";4945;2495;2450;340;655;2450;1015;485;3780;780;320;60;1415;980;90;40;165;80;600;35;8;25;5;3300;2110;835;360;1,5;21500
"Nieuwe Pijp";12375;5955;6425;1080;1230;5900;2695;1470;9020;2175;930;255;3380;2740;550;100;480;270;1340;155;13;85;7;7905;4805;1960;1135;1,6;24267
"Willibrordusbuurt";2625;1210;1415;185;285;1180;550;420;1810;470;245;100;640;625;145;25;105;60;300;20;9;30;11;1785;1170;405;200;1,5;23855
"Van der Helstpleinbuurt";3890;1935;1960;345;345;1995;840;360;2915;655;275;40;1155;780;115;35;140;75;415;60;15;15;4;2495;1490;650;350;1,6;27793
"Lizzy Ansinghbuurt";2345;1135;1205;220;260;1015;575;270;1725;405;175;40;630;620;155;20;120;50;280;25;12;25;12;1425;835;335;260;1,6;19533
"Cornelis Troostbuurt";3515;1675;1845;320;335;1715;730;415;2565;640;240;75;960;710;145;25;115;85;345;45;13;15;4;2200;1310;565;325;1,6;23447
"Zuid Pijp";8080;3850;4235;945;820;2795;2140;1375;5305;1640;910;225;1520;2875;800;90;565;340;1085;85;11;60;7;4740;2710;970;1055;1,7;23083
"Diamantbuurt";3085;1495;1585;390;350;1030;810;510;2055;630;310;85;565;1195;355;40;220;115;465;30;10;20;6;1775;1020;335;420;1,7;22036
"Burgemeester Tellegenbuurt Oost";2785;1310;1475;290;290;1005;740;460;1820;570;320;80;535;935;260;30;190;125;330;25;8;20;8;1625;900;375;355;1,7;23200
"Burgemeester Tellegenbuurt West";2210;1045;1170;265;185;760;590;410;1425;440;285;65;415;745;185;20;150;100;290;35;14;15;8;1335;795;260;280;1,7;22100
"Weesperzijde";5915;2985;2930;645;880;2685;1165;545;4405;1105;340;75;1675;1185;225;50;175;115;620;75;13;15;3;3670;2220;875;575;1,6;15995
"Swammerdambuurt";1980;1030;945;225;190;975;440;155;1470;390;95;25;540;290;35;25;45;15;175;25;12;5;3;1195;680;310;195;1,7;16483
