"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"Slotermeer-Zuidwest";13400;24,9;18,8;50,6;11,2;22,3;60;8,5;19,3;17,6;23,9;28,3;2,1
"Slotermeer Zuid";2700;23,4;18,5;52,6;7,6;19,9;73,3;3,9;23,3;22,4;30,5;35,6;1,1
"Noordoever Sloterplas";2500;31,9;25,5;38,3;20,6;26,9;48,8;15,5;12;11,8;15,5;18;18,2
"Buurt 4 Oost";2800;25,6;19,5;47,2;12,2;23,5;52,7;9,7;15,5;14;19;22,5;5,3
"Buurt 5 Noord";2700;20,7;14,7;59,4;5,8;19,9;62;6,5;24,4;20,6;28,2;34,6;0,9
"Sloterpark";0;;;;;;;;;;;;
"Buurt 5 Zuid";2800;23,5;17;54,8;10,2;21,4;61,2;7,6;21;18,8;25,6;30;1,6
"Geuzenveld";11200;25,3;18,5;49,1;11,7;22,7;54,2;10,9;17,2;14,9;21,2;25,3;2,7
"Buurt 6";2200;21,7;16;54,9;6,6;20,5;60,5;7,1;22;18,7;27,1;31,8;0,9
"Buurt 7";1800;28,1;19,7;43,1;15,3;25,2;45,5;17,8;8,7;8,6;11,6;16,6;13,5
"Buurt 8";2700;26,7;19,5;47,4;13,9;23,6;50,3;9,9;15,1;13,6;19,3;22,7;2,7
"Buurt 9";4300;25;18,3;49,8;11,4;22,3;56,6;10,8;18,6;15,5;22,6;26,7;3
"Eendrachtspark";200;26,9;22,4;45,8;14;22;59,5;9,5;30;26;30;31,3;5,3
"Eendracht";1900;30,7;24;37,5;17,3;27,9;36,6;19,7;7,3;6;8,7;11,5;34,4
"Osdorper Binnenpolder";0;;;;;;;;;;;;
"Buurt 10";1900;30,7;24;37,4;17,2;27,9;36,5;19,5;7,3;6;8,7;11,5;33,1
"Lutkemeer/Ookmeer";700;35,1;28,7;43,2;23,2;34,8;38;29,6;11,9;10,3;15,3;16,9;166,3
"Ookmeer";0;;;;;;;;;;;;
"Osdorper Bovenpolder";600;35,5;28,8;43,1;23,6;35,9;35,8;31,2;10,6;9;14,3;16,1;192
"Bedrijvenpark Lutkemeer";100;;;;;;;;;;;;
"Osdorp-Oost";12800;27,5;22;46,6;14,3;24;58,7;9,8;15,1;14,4;20;24,6;5,9
"Wildeman";3900;21,1;16,3;56,8;5,1;19,9;72,2;3,7;21,8;21;29,1;35,7;1,9
"Meer en Oever";2400;35,7;28,7;34,6;25,8;30,4;41,4;17,3;9,6;9,8;12,5;14,3;32
"Osdorpplein e.o.";2300;28,4;22,1;43,9;16,9;25,1;50,7;11,8;13,6;12,7;16,8;21;4,9
"Calandlaan/Lelylaan";1000;28,4;23,4;44,2;13,1;24,1;61,9;9,1;16,1;15,4;21,7;25,7;8
"Osdorp Zuidoost";3200;28;23,5;46,4;14,9;23,5;59,9;10,3;11,4;10,4;16;20,5;9,2
"Osdorp-Midden";11500;27,4;20,1;47;15,1;24;53;12,1;16,2;14,9;20,5;24,7;3
"Osdorp Midden Noord";2200;21,2;15,5;57,3;5,9;19,9;66,1;7;22,9;20;27,6;33,9;1,2
"Osdorp Midden Zuid";2400;26,8;18,7;49,5;14,4;23;56,8;9,7;19,9;18,9;26,2;31,1;1,8
"Zuidwestkwadrant Osdorp Noord";2300;24,8;18,7;50,5;11,6;22,7;55,3;8,4;15,7;15,5;21,2;25,9;2,5
"Zuidwestkwadrant Osdorp Zuid";4600;31,9;23,7;38,9;21,6;27,3;43,4;17,8;11,3;10;13,6;16,3;10,1
"De Punt";4500;25,8;20;46,1;11,7;22,8;55,5;9,4;16;15,6;20,6;24,1;6,4
"De Punt";4300;26,1;20,1;44,8;12;23,3;53,8;9,8;13,1;12,9;17,6;21,2;8,3
"Bedrijvencentrum Osdorp";100;12,6;12,2;98,1;0;10,3;100;0;;;;;0
"Middelveldsche Akerpolder";11200;35,3;27,5;37,7;24,9;31,8;33,4;29,3;6,8;6;8,7;11,1;61,5
"Middelveldsche Akerpolder";2900;30,4;23,4;38,4;17,6;26,6;44,7;17;8,9;8,2;10,9;14;10,6
"De Aker West";3600;36,5;29,3;36,2;26,8;33,6;30,2;32,5;5,9;5,9;8,7;11,1;113,7
"De Aker Oost";4600;37,4;28,8;38,5;28;34,2;27,6;36;5,9;4,5;7,1;8,8;134,9
"Slotervaart Noord";5900;29,9;22,8;43,6;18,1;25,8;52,6;15,7;14,8;13,3;18,7;22,4;6,4
"Oostoever Sloterplas";2000;37,3;30,3;34,4;29,1;32,7;37,2;30;4,6;6,3;9,6;12,6;151,7
"Emanuel van Meterenbuurt";1600;32;24;39,5;20,3;26,7;50,3;16,7;15,4;13;17,7;20,4;9,3
"Jacob Geelbuurt";2300;22,2;16,2;54,2;7,2;19,9;65,7;4,3;22,6;19,1;26,7;31,7;0,8
"Overtoomse Veld";9900;29,2;23,2;43,3;17,8;24,8;54,1;11,8;12,6;11,1;15,2;18,2;1,5
"Overtoomse Veld Noord";4400;26,8;20,1;51;15,8;25,1;47,7;15,1;17,1;15,1;20,6;24,3;1,6
"Overtoomse Veld Zuid";3200;30,6;25,1;34,4;16,2;25,5;57,4;9;9,4;8,3;11,5;14;1,8
"Rembrandtpark Noord";800;30,9;27,5;40,5;23,9;21;66;8,8;7,2;5,9;8;8,5;0,6
"Rembrandtpark Zuid";700;43,2;38,5;24,6;37,1;32,3;42,9;19,8;4,1;3;4,5;6,1;19,7
"Johan Jongkindbuurt";500;18,8;13,5;64;3;19;63,8;6,7;27,2;26,1;33,7;42,5;0,6
"Lucas/Andreasziekenhuis e.o.";300;28,8;27,8;43,5;24,4;18,1;66,1;2,6;3,8;2,6;2,6;2,6;0
"Westlandgracht";7800;35,7;29,7;40,2;26,3;26,3;58,7;14,2;14,4;11,8;16,1;19,1;1,5
"Koningin Wilhelminaplein";1900;49,4;42,3;19,2;48,8;36,2;29,7;26,4;3,2;2,5;3,3;3,9;22,1
"Andreasterrein";900;55,9;40;29,7;45,1;40,7;31;40,3;8,3;8,1;11,6;12,7;47,9
"Delflandpleinbuurt Oost";1000;28,1;22,4;50,5;14,4;23,2;68,7;8,1;17,7;13,9;20,4;25,5;0,9
"Delflandpleinbuurt West";2700;29,6;24,3;43;18;23,2;63,4;9,4;15,9;15;19,6;23,1;1,1
"Riekerhaven";600;16,3;16;78,9;0,4;14,3;97,7;0;53,2;36,4;50,5;58,5;0
"Schipluidenbuurt";800;22,2;21,5;54,7;10,4;16,6;83,9;0,1;8,8;5,3;7,5;10,9;0
"Sloter-/Riekerpolder";11200;36,8;29,9;33,6;27,4;32,7;30,6;29;5,5;5;7,1;8,7;73,5
"Riekerpolder";0;;;;;;;;;;;;
"Park Haagseweg";800;48,2;39,7;24,2;41;41,1;15,5;41,2;2;1,7;1,7;2,5;293,2
"Nieuwe Meer";100;22,7;18,4;58,3;10,2;;;;;;;;
"Sloterweg e.o.";200;45,9;35,8;35,4;31,8;41,7;20,4;48,5;;;;;587,5
"Nieuw Sloten Noordwest";2500;34,1;27,2;36,6;24,2;31,6;31,1;30,4;6,1;5,7;8,5;10,6;53,7
"Nieuw Sloten Noordoost";2600;34,2;28,4;33,8;23,6;30,6;34,9;24,7;4,9;4,6;6,7;8,5;31,7
"Belgiëplein e.o.";900;34;30,1;35,7;23,2;29;48,9;13;8;8,5;14,5;18,4;36,6
"Nieuw Sloten Zuidwest";1900;40,2;32,5;30,2;33,9;37,9;15,2;45,3;1,8;1,5;1,7;2,1;238,3
"Nieuw Sloten Zuidoost";1600;36,1;27,9;32,9;26,9;30,3;29,7;22,6;6,1;4,2;5,8;6,7;16,8
"Dorp Sloten";600;39,6;32,5;36,7;27,5;34,5;32;30,7;5,9;6,5;7,2;8,8;165,8
"Slotervaart Zuid";8000;26,7;21,1;48,8;13,7;22,2;62,8;8,9;15,4;13,6;19;23,4;2,1
"Louis Crispijnbuurt";2500;26,1;20,7;46,6;10,8;22,8;61,3;7,4;12,9;12,6;17,2;21,4;2,8
"Jacques Veldmanbuurt";2700;29,5;23,5;43,4;18,2;23,9;58,4;9,7;12,2;11,7;16,2;19,6;4,7
"Staalmanbuurt";2100;27,4;20,6;50,1;15;24;55,4;14,3;17,9;15,6;22,3;27,2;2,3
"Medisch Centrum Slotervaart";700;15,5;14,1;73,8;1,7;12,3;92,9;0,6;34,2;21;30,1;37,6;-1
"Buitenveldert-West";10700;44;36,3;32,8;30,2;35,1;46,5;20,4;7,6;8,3;11,7;14,2;37,6
"Gelderlandpleinbuurt";3700;44,2;37,4;32,3;29,1;34;46,2;19,1;8;8,4;11,8;14,4;32,2
"Buitenveldert Midden Zuid";2900;39,5;32;32,4;29,1;30,6;44,3;17,1;7;7,4;9,6;11,2;33,7
"Buitenveldert Zuidwest";3200;45,1;36,7;33,6;31,4;32,4;50,9;21,6;8,2;9,8;14,3;17,5;41,3
"Amsterdamse Bos";100;;;;;;;;;;;;
"Buitenveldert West Midden";800;56,2;45,8;33,6;35,7;69,9;39;33,8;4,4;5,2;7,7;10;201,3
"Zuiderhof";0;;;;;;;;;;;;
"Buitenveldert-Oost";6000;41,2;34;33,2;29,1;33;48,4;17,6;8,6;8,9;11,8;14,2;27,7
"De Klenckebuurt";500;50,2;41,3;20,8;40,8;36,4;32,7;22,2;6,9;6,1;8,2;9,3;65,1
"Buitenveldert Oost Midden";2700;36,4;30,9;37,5;24,8;29,3;52,2;14,2;10,3;11,7;15,3;18,8;19,2
"Buitenveldert Zuidoost";2800;44,3;35,6;31,4;31,2;35,6;47,8;19,9;7,2;6,6;9;10,7;37,6
"Amstelpark";0;;;;;;;;;;;;
"Amstel III/Bullewijk";600;22,7;21,5;65,8;10,5;16,5;87,7;3,6;21,4;14,5;20,2;26,2;-0,8
"Hoofdcentrum Zuidoost";0;;;;;;;;;;;;
"Amstel III deel A/B Noord";100;;;;;;;;;;;;
"Amstel III deel C/D Noord";0;;;;;;;;;;;;
"Amstel III deel A/B Zuid";400;12,7;12;81,2;1,1;11,5;98,7;0,5;21,4;15,2;20,5;30,4;-5
"Amstel III deel C/D Zuid";0;;;;;;;;;;;;
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";0;;;;;;;;;;;;
"Bijlmer Centrum (D,F,H)";18400;23,3;18,6;53,4;8,6;20,2;68,5;5,5;21,8;20,2;26,3;30,3;0,2
"Venserpolder West";4100;24,5;20;49,6;8,7;21,3;67,2;3,4;21,9;21,3;27,4;31,4;0,8
"Venserpolder Oost";2800;25,3;20,7;46;8,9;22;64,5;5,1;19,1;18,5;23,5;26;1
"D-buurt";1500;14,6;12,7;76,8;1,8;12,5;94;0,5;22,1;15,8;22,8;29;-3,6
"F-buurt";2800;28,3;21,2;45;17,9;25,3;44,3;16,2;12,2;10,4;14,8;17,6;1,6
"Amsterdamse Poort";1000;20,8;17,4;62,2;4;17,3;84,2;1,3;38;37,6;46;50,4;0
"Hoptille";1200;20;15,4;59,7;4,3;17,6;77,9;2,1;25,7;20,1;29,8;34,9;-0,2
"Rechte H-buurt";2400;21,7;17;55,9;6,5;20,2;66,6;4,8;23,1;22,8;27,9;32,6;0,3
"Hakfort/Huigenbos";1900;19,9;15,1;59,3;3,8;18,7;73,5;2,7;27,8;23,7;31,5;36,9;-0,1
"Huntum";200;39,2;32,7;30,2;29;;;;;;;;
"Vogeltjeswei";600;28,8;23;42,6;16,5;26,4;42,7;24,6;8,2;12,1;16,3;17,4;8,9
"Nelson Mandelapark";0;;;;;;;;;;;;
"Bijlmer Oost (E,G,K)";22700;25,8;20,7;47,9;11,8;22,6;60,4;9,1;17,9;18,7;23,6;26,9;0,9
"E-buurt";1400;30,9;22,2;40,8;20,7;25;43,4;24,7;11,1;8,4;10,4;11,7;2,1
"G-buurt West";3000;28,4;23,2;41,5;15,4;25;49,6;13,9;11,9;11,7;14,2;16,7;1,5
"Bijlmermuseum Noord";1800;20;16,4;62;3,9;19;75,4;2,4;24,8;30,1;37,2;42,3;0,3
"Kortvoort";2100;21,5;17,9;55,5;5,2;19,4;74,6;2;21,9;26,1;32,4;36,4;0,6
"Kelbergen";800;23,7;19,5;48,5;8,7;22,7;53,4;10,8;13,1;12,6;18;21,8;0,9
"K-buurt Midden";1800;23,3;18,3;51,3;7,6;20,2;71,7;3,1;25,6;23,3;30,1;34,6;0
"K-buurt Zuidoost";700;31,6;22,2;41,1;19,4;26,1;41,3;17,2;12,3;10,9;12,9;15,1;0,7
"K-buurt Zuidwest";1100;26,6;19,8;46,6;14,7;24,7;43,4;15,6;13,1;16,2;18,3;21,8;2,4
"Grunder/Koningshoef";1300;28,8;22;40,2;17,3;25;43,9;13;11,2;11;14,4;16,9;1,7
"G-buurt Oost";2700;32,5;28,9;36,4;20,5;27,9;49,3;14,5;8,2;8,9;12,4;14,5;28
"Kantershof";1800;26;21,7;45,9;11,6;23;59,1;9,1;16,9;22,2;26,4;29,1;2,8
"Gooisekant";100;38,2;29,7;24,8;26,6;;;;;;;;
"G-buurt Noord";1400;20,1;15,9;60,5;3;18;81;2,2;34,5;31,9;40,1;44,7;0
"Bijlmermuseum Zuid";2400;21,8;17,3;54,5;6,1;20;69,4;3,6;20,9;19,7;26,3;29,9;0,6
"Nellestein";2400;33,6;28,6;28,9;21,9;28,6;44,9;9,4;6,8;6,9;9,2;11;18,8
"L-buurt";2300;33,5;28,5;28,9;21,9;28,5;45,2;9;6,9;7;9,2;11,1;18,6
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Holendrecht/Reigersbos";14500;25,2;20,3;47,6;10,5;23,1;57,2;8,7;15,8;16,3;22,2;26,4;1,5
"Holendrecht West";2200;19,3;14,6;63,1;3,4;18,8;73,7;1,9;24,3;29,6;38,5;44,2;0,4
"Reigersbos Noord";3300;21,6;16,6;55,4;5,3;20,7;62,7;5,9;19,8;19,8;26,6;32,2;0,4
"Holendrecht Oost";2100;29,8;25,4;37,1;17,6;29,1;33;18,8;6;6,6;9;10,6;45,9
"Gaasperdam Noord";1600;27,2;22,3;42,5;12,8;24,1;57,1;8,2;16,4;14;20,9;24,6;1,7
"Gaasperdam Zuid";1200;26,3;22,3;44,4;10,5;22,8;63,8;4,3;13,6;13,4;20;24,5;1,8
"Reigersbos Midden";2000;25,7;21,3;43,4;11,2;23,1;58,2;9,4;14;14,3;18,7;22,8;2,1
"Reigersbos Zuid";2100;29,5;24,4;39;16,9;26,2;44,6;15,5;11,7;9,8;14;17;7,8
"Gein";9100;28,6;23,2;40,7;14,8;25,7;47,1;13,7;13,3;12,5;17;19,9;5,5
"Gein Noordwest";2300;24,4;19,4;48,9;8,3;21,7;65,4;4,8;20,3;19,8;26,8;31,1;1,2
"Gein Zuidwest";1300;24,6;19,3;49;9,2;22,3;61;6,3;20,3;17,5;24,7;28,8;0,6
"Gein Noordoost";2800;34,2;28,4;30,2;23,8;32,6;20,8;30,6;2,7;2,4;3,3;3,9;150,5
"Gein Zuidoost";2800;28,2;23,3;40,6;14;25,5;44,8;11,6;12,4;11,6;15,4;18,6;3,2
"Driemond";1200;34,2;27,5;36,4;23,9;30,6;31,4;28,4;4,9;4,6;7,2;9,9;53,1
"Dorp Driemond";1200;33,6;27,3;37;22,9;30,1;32,5;26,4;5;4,8;7,5;10,1;46,1
"Landelijk gebied Driemond";100;;29,8;;;;;;;;;;
