"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"2.5.2 Winkeldiefstal";"2012";"Groenmarktkadebuurt";"       1"
"2.5.2 Winkeldiefstal";"2013";"Groenmarktkadebuurt";"       0"
"2.5.2 Winkeldiefstal";"2014";"Groenmarktkadebuurt";"       0"
"2.5.2 Winkeldiefstal";"2015";"Groenmarktkadebuurt";"       1"
"2.5.2 Winkeldiefstal";"2016";"Groenmarktkadebuurt";"       1"
"2.5.2 Winkeldiefstal";"2017";"Groenmarktkadebuurt";"       0"
"2.5.2 Winkeldiefstal";"2018";"Groenmarktkadebuurt";"       0"
"2.5.2 Winkeldiefstal";"2019";"Groenmarktkadebuurt";"       1"
"2.5.2 Winkeldiefstal";"2020";"Groenmarktkadebuurt";"       3"
"2.5.2 Winkeldiefstal";"2021";"Groenmarktkadebuurt";"       0"
"2.5.2 Winkeldiefstal";"2022";"Groenmarktkadebuurt";"       1"
"2.5.2 Winkeldiefstal";"2023";"Groenmarktkadebuurt";"       2"
"2.5.2 Winkeldiefstal";"2012";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2013";"Marnixbuurt-Zuid";"       1"
"2.5.2 Winkeldiefstal";"2014";"Marnixbuurt-Zuid";"       1"
"2.5.2 Winkeldiefstal";"2015";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2016";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2017";"Marnixbuurt-Zuid";"       1"
"2.5.2 Winkeldiefstal";"2018";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2019";"Marnixbuurt-Zuid";"       1"
"2.5.2 Winkeldiefstal";"2020";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2021";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2022";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2023";"Marnixbuurt-Zuid";"       0"
"2.5.2 Winkeldiefstal";"2012";"Elandsgrachtbuurt";"      18"
"2.5.2 Winkeldiefstal";"2013";"Elandsgrachtbuurt";"      21"
"2.5.2 Winkeldiefstal";"2014";"Elandsgrachtbuurt";"      10"
"2.5.2 Winkeldiefstal";"2015";"Elandsgrachtbuurt";"      15"
"2.5.2 Winkeldiefstal";"2016";"Elandsgrachtbuurt";"       9"
"2.5.2 Winkeldiefstal";"2017";"Elandsgrachtbuurt";"      15"
"2.5.2 Winkeldiefstal";"2018";"Elandsgrachtbuurt";"      36"
"2.5.2 Winkeldiefstal";"2019";"Elandsgrachtbuurt";"      53"
"2.5.2 Winkeldiefstal";"2020";"Elandsgrachtbuurt";"      21"
"2.5.2 Winkeldiefstal";"2021";"Elandsgrachtbuurt";"      17"
"2.5.2 Winkeldiefstal";"2022";"Elandsgrachtbuurt";"      27"
"2.5.2 Winkeldiefstal";"2023";"Elandsgrachtbuurt";"      16"
"2.5.2 Winkeldiefstal";"2012";"Passeerdersgrachtbuurt";"       1"
"2.5.2 Winkeldiefstal";"2013";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2014";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2015";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2016";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2017";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2018";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2019";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2020";"Passeerdersgrachtbuurt";"       1"
"2.5.2 Winkeldiefstal";"2021";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2022";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2023";"Passeerdersgrachtbuurt";"       0"
"2.5.2 Winkeldiefstal";"2012";"Grachtengordel-West";"      43"
"2.5.2 Winkeldiefstal";"2013";"Grachtengordel-West";"      22"
"2.5.2 Winkeldiefstal";"2014";"Grachtengordel-West";"      26"
"2.5.2 Winkeldiefstal";"2015";"Grachtengordel-West";"      27"
"2.5.2 Winkeldiefstal";"2016";"Grachtengordel-West";"      33"
"2.5.2 Winkeldiefstal";"2017";"Grachtengordel-West";"      22"
"2.5.2 Winkeldiefstal";"2018";"Grachtengordel-West";"      26"
"2.5.2 Winkeldiefstal";"2019";"Grachtengordel-West";"      25"
"2.5.2 Winkeldiefstal";"2020";"Grachtengordel-West";"      45"
"2.5.2 Winkeldiefstal";"2021";"Grachtengordel-West";"      25"
"2.5.2 Winkeldiefstal";"2022";"Grachtengordel-West";"      36"
"2.5.2 Winkeldiefstal";"2023";"Grachtengordel-West";"      27"
"2.5.2 Winkeldiefstal";"2012";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2013";"Langestraat e.o.";"       1"
"2.5.2 Winkeldiefstal";"2014";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2015";"Langestraat e.o.";"       2"
"2.5.2 Winkeldiefstal";"2016";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2017";"Langestraat e.o.";"       2"
"2.5.2 Winkeldiefstal";"2018";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2019";"Langestraat e.o.";"       2"
"2.5.2 Winkeldiefstal";"2020";"Langestraat e.o.";"       1"
"2.5.2 Winkeldiefstal";"2021";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2022";"Langestraat e.o.";"       0"
"2.5.2 Winkeldiefstal";"2023";"Langestraat e.o.";"       2"
"2.5.2 Winkeldiefstal";"2012";"Leliegracht e.o.";"       3"
"2.5.2 Winkeldiefstal";"2013";"Leliegracht e.o.";"       2"
"2.5.2 Winkeldiefstal";"2014";"Leliegracht e.o.";"       3"
"2.5.2 Winkeldiefstal";"2015";"Leliegracht e.o.";"       8"
"2.5.2 Winkeldiefstal";"2016";"Leliegracht e.o.";"       8"
"2.5.2 Winkeldiefstal";"2017";"Leliegracht e.o.";"       5"
"2.5.2 Winkeldiefstal";"2018";"Leliegracht e.o.";"       3"
"2.5.2 Winkeldiefstal";"2019";"Leliegracht e.o.";"       8"
"2.5.2 Winkeldiefstal";"2020";"Leliegracht e.o.";"       1"
"2.5.2 Winkeldiefstal";"2021";"Leliegracht e.o.";"       3"
"2.5.2 Winkeldiefstal";"2022";"Leliegracht e.o.";"      12"
"2.5.2 Winkeldiefstal";"2023";"Leliegracht e.o.";"       5"
"2.5.2 Winkeldiefstal";"2012";"Felix Meritisbuurt";"      34"
"2.5.2 Winkeldiefstal";"2013";"Felix Meritisbuurt";"      17"
"2.5.2 Winkeldiefstal";"2014";"Felix Meritisbuurt";"      21"
"2.5.2 Winkeldiefstal";"2015";"Felix Meritisbuurt";"      13"
"2.5.2 Winkeldiefstal";"2016";"Felix Meritisbuurt";"      23"
"2.5.2 Winkeldiefstal";"2017";"Felix Meritisbuurt";"      15"
"2.5.2 Winkeldiefstal";"2018";"Felix Meritisbuurt";"      20"
"2.5.2 Winkeldiefstal";"2019";"Felix Meritisbuurt";"      14"
"2.5.2 Winkeldiefstal";"2020";"Felix Meritisbuurt";"      43"
"2.5.2 Winkeldiefstal";"2021";"Felix Meritisbuurt";"      22"
"2.5.2 Winkeldiefstal";"2022";"Felix Meritisbuurt";"      22"
"2.5.2 Winkeldiefstal";"2023";"Felix Meritisbuurt";"      18"
"2.5.2 Winkeldiefstal";"2012";"Leidsegracht-Noord";"       6"
"2.5.2 Winkeldiefstal";"2013";"Leidsegracht-Noord";"       2"
"2.5.2 Winkeldiefstal";"2014";"Leidsegracht-Noord";"       2"
"2.5.2 Winkeldiefstal";"2015";"Leidsegracht-Noord";"       4"
"2.5.2 Winkeldiefstal";"2016";"Leidsegracht-Noord";"       2"
"2.5.2 Winkeldiefstal";"2017";"Leidsegracht-Noord";"       0"
"2.5.2 Winkeldiefstal";"2018";"Leidsegracht-Noord";"       3"
"2.5.2 Winkeldiefstal";"2019";"Leidsegracht-Noord";"       1"
"2.5.2 Winkeldiefstal";"2020";"Leidsegracht-Noord";"       0"
"2.5.2 Winkeldiefstal";"2021";"Leidsegracht-Noord";"       0"
"2.5.2 Winkeldiefstal";"2022";"Leidsegracht-Noord";"       2"
"2.5.2 Winkeldiefstal";"2023";"Leidsegracht-Noord";"       2"
"2.5.2 Winkeldiefstal";"2012";"Burgwallen-Nieuwe Zijde";"    1558"
"2.5.2 Winkeldiefstal";"2013";"Burgwallen-Nieuwe Zijde";"    1356"
"2.5.2 Winkeldiefstal";"2014";"Burgwallen-Nieuwe Zijde";"    1247"
"2.5.2 Winkeldiefstal";"2015";"Burgwallen-Nieuwe Zijde";"    1108"
"2.5.2 Winkeldiefstal";"2016";"Burgwallen-Nieuwe Zijde";"    1092"
"2.5.2 Winkeldiefstal";"2017";"Burgwallen-Nieuwe Zijde";"    1237"
"2.5.2 Winkeldiefstal";"2018";"Burgwallen-Nieuwe Zijde";"    1317"
"2.5.2 Winkeldiefstal";"2019";"Burgwallen-Nieuwe Zijde";"    1425"
"2.5.2 Winkeldiefstal";"2020";"Burgwallen-Nieuwe Zijde";"     651"
"2.5.2 Winkeldiefstal";"2021";"Burgwallen-Nieuwe Zijde";"     524"
"2.5.2 Winkeldiefstal";"2022";"Burgwallen-Nieuwe Zijde";"     960"
"2.5.2 Winkeldiefstal";"2023";"Burgwallen-Nieuwe Zijde";"     966"
"2.5.2 Winkeldiefstal";"2012";"Stationsplein e.o.";"      88"
"2.5.2 Winkeldiefstal";"2013";"Stationsplein e.o.";"     133"
"2.5.2 Winkeldiefstal";"2014";"Stationsplein e.o.";"     155"
"2.5.2 Winkeldiefstal";"2015";"Stationsplein e.o.";"     208"
"2.5.2 Winkeldiefstal";"2016";"Stationsplein e.o.";"     272"
"2.5.2 Winkeldiefstal";"2017";"Stationsplein e.o.";"     242"
"2.5.2 Winkeldiefstal";"2018";"Stationsplein e.o.";"     268"
"2.5.2 Winkeldiefstal";"2019";"Stationsplein e.o.";"     364"
"2.5.2 Winkeldiefstal";"2020";"Stationsplein e.o.";"     108"
"2.5.2 Winkeldiefstal";"2021";"Stationsplein e.o.";"      61"
"2.5.2 Winkeldiefstal";"2022";"Stationsplein e.o.";"     149"
"2.5.2 Winkeldiefstal";"2023";"Stationsplein e.o.";"     161"
"2.5.2 Winkeldiefstal";"2012";"Hemelrijk";"      80"
"2.5.2 Winkeldiefstal";"2013";"Hemelrijk";"      64"
"2.5.2 Winkeldiefstal";"2014";"Hemelrijk";"      40"
"2.5.2 Winkeldiefstal";"2015";"Hemelrijk";"      38"
"2.5.2 Winkeldiefstal";"2016";"Hemelrijk";"      30"
"2.5.2 Winkeldiefstal";"2017";"Hemelrijk";"      30"
"2.5.2 Winkeldiefstal";"2018";"Hemelrijk";"      28"
"2.5.2 Winkeldiefstal";"2019";"Hemelrijk";"      29"
"2.5.2 Winkeldiefstal";"2020";"Hemelrijk";"      21"
"2.5.2 Winkeldiefstal";"2021";"Hemelrijk";"       8"
"2.5.2 Winkeldiefstal";"2022";"Hemelrijk";"      65"
"2.5.2 Winkeldiefstal";"2023";"Hemelrijk";"      46"
"2.5.2 Winkeldiefstal";"2012";"Nieuwendijk-Noord";"      23"
"2.5.2 Winkeldiefstal";"2013";"Nieuwendijk-Noord";"      19"
"2.5.2 Winkeldiefstal";"2014";"Nieuwendijk-Noord";"      31"
"2.5.2 Winkeldiefstal";"2015";"Nieuwendijk-Noord";"      27"
"2.5.2 Winkeldiefstal";"2016";"Nieuwendijk-Noord";"      18"
"2.5.2 Winkeldiefstal";"2017";"Nieuwendijk-Noord";"      34"
"2.5.2 Winkeldiefstal";"2018";"Nieuwendijk-Noord";"      41"
"2.5.2 Winkeldiefstal";"2019";"Nieuwendijk-Noord";"      37"
"2.5.2 Winkeldiefstal";"2020";"Nieuwendijk-Noord";"      22"
"2.5.2 Winkeldiefstal";"2021";"Nieuwendijk-Noord";"      20"
"2.5.2 Winkeldiefstal";"2022";"Nieuwendijk-Noord";"      47"
"2.5.2 Winkeldiefstal";"2023";"Nieuwendijk-Noord";"      46"
"2.5.2 Winkeldiefstal";"2012";"Spuistraat-Noord";"      12"
"2.5.2 Winkeldiefstal";"2013";"Spuistraat-Noord";"       7"
"2.5.2 Winkeldiefstal";"2014";"Spuistraat-Noord";"      13"
