"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.4.7 Overval";"2016";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2017";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2018";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2019";"Nieuwe Kerk e.o.";"       1"
"1.4.7 Overval";"2020";"Nieuwe Kerk e.o.";"       1"
"1.4.7 Overval";"2021";"Nieuwe Kerk e.o.";"       1"
"1.4.7 Overval";"2022";"Nieuwe Kerk e.o.";"       1"
"1.4.7 Overval";"2023";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2012";"Spuistraat-Zuid";"       1"
"1.4.7 Overval";"2013";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2014";"Spuistraat-Zuid";"       2"
"1.4.7 Overval";"2015";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2016";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2017";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2018";"Spuistraat-Zuid";"       1"
"1.4.7 Overval";"2019";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2020";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2021";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2022";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2023";"Spuistraat-Zuid";"       0"
"1.4.7 Overval";"2012";"Begijnhofbuurt";"       3"
"1.4.7 Overval";"2013";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2014";"Begijnhofbuurt";"       1"
"1.4.7 Overval";"2015";"Begijnhofbuurt";"       1"
"1.4.7 Overval";"2016";"Begijnhofbuurt";"       1"
"1.4.7 Overval";"2017";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2018";"Begijnhofbuurt";"       1"
"1.4.7 Overval";"2019";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2020";"Begijnhofbuurt";"       1"
"1.4.7 Overval";"2021";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2022";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2023";"Begijnhofbuurt";"       0"
"1.4.7 Overval";"2012";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2013";"Kalverdriehoek";"       2"
"1.4.7 Overval";"2014";"Kalverdriehoek";"       1"
"1.4.7 Overval";"2015";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2016";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2017";"Kalverdriehoek";"       1"
"1.4.7 Overval";"2018";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2019";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2020";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2021";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2022";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2023";"Kalverdriehoek";"       0"
"1.4.7 Overval";"2012";"Burgwallen-Oude Zijde";"       2"
"1.4.7 Overval";"2013";"Burgwallen-Oude Zijde";"       7"
"1.4.7 Overval";"2014";"Burgwallen-Oude Zijde";"       3"
"1.4.7 Overval";"2015";"Burgwallen-Oude Zijde";"       5"
"1.4.7 Overval";"2016";"Burgwallen-Oude Zijde";"       4"
