"Wijken en buurten";"Inkomen/Inkomen van personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Inkomen van personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Inkomen van personen/40% personen met laagste inkomen (%)";"Inkomen/Inkomen van personen/20% personen met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Gem. gestandaardiseerd inkomen van huish (x 1 000 euro)";"Inkomen/Inkomen van huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Inkomen van huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Inkomen van huishoudens/Huishoudens met een laag inkomen (%)";"Inkomen/Inkomen van huishoudens/Huish. onder of rond sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 110% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Huishoudens tot 120% van sociaal minimum (%)";"Inkomen/Inkomen van huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)"
"Osdorp Zuidoost";3300;32;27,2;48;16,1;28,4;60,7;12,4;5,8;11,3;16,3;20,2;11,2
"Osdorp-Midden";11600;32,6;25;47,7;15,4;29,4;53,6;13,3;7,3;14,4;19,6;23;4,8
"Osdorp Midden Noord";1900;26,8;20,3;54,8;7,4;25,6;65;7,3;8;19;27,1;32,5;2,2
"Osdorp Midden Zuid";2500;31,3;22,7;50,4;14,1;28,1;56,8;11,7;8,8;17,3;23,2;27,3;3,4
"Zuidwestkwadrant Osdorp Noord";2400;29,8;23,1;51,4;12,6;27,9;55,4;11,2;7,6;16,7;22,4;25,3;3,8
"Zuidwestkwadrant Osdorp Zuid";4800;37,1;29,2;41,7;20,7;32,4;46,5;17,6;6,1;9,7;13;15,5;11,6
"De Punt";4600;30,2;23,7;45,3;11,9;28,3;53,3;10,4;5,5;11,6;15,7;18,8;11,9
"De Punt";4600;30,2;23,7;45,3;11,9;28,3;53,3;10,4;5,5;11,6;15,7;18,8;11,9
"Bedrijvencentrum Osdorp";0;;;;;;;;;;;;
"Middelveldsche Akerpolder";11200;40,7;32,3;38,2;24,5;37,7;35,2;28,6;4,3;6,4;9,2;11;154
"Middelveldsche Akerpolder";2900;35,4;26,6;39,2;17,3;32,4;43,3;17,3;5,2;7,4;11,2;13,8;18,1
"De Aker West";3600;41,1;33,3;37;25,7;37,9;34;29,8;4;7,1;9,5;11,5;272,7
"De Aker Oost";4700;43,8;35,4;38,7;27,9;41,4;30,4;35,9;3,8;5,1;7,4;8,6;319,6
"Slotervaart Noord";5900;35;27,1;44,8;18,3;31,4;51,5;16,3;6,3;13,3;17,5;20,8;12,1
"Oostoever Sloterplas";2000;43,5;36,3;36,7;28,5;38,7;38,2;28,5;3,2;8,6;11,8;13,8;345,1
"Emanuel van Meterenbuurt";1600;36,1;27,3;42,9;20,3;31,7;51,8;17,2;6,9;13,4;17,3;20,8;15,1
"Jacob Geelbuurt";2300;26,9;20;53,2;8,4;25,3;61,9;6,3;8,4;17;22,3;26,5;1,9
"Overtoomse Veld";10800;36,8;29,5;42;22,1;31,3;50;15,3;6;10;13,7;16,1;4
"Overtoomse Veld Noord";4600;35;26,5;47,6;20;32,4;44,7;20,2;7,2;14,1;19,2;22,3;4,9
"Overtoomse Veld Zuid";3600;38;31;34,2;21,4;32,6;50,3;12,7;4,7;7,8;10,6;12,7;3,8
"Rembrandtpark Noord";800;32,6;29,5;48,4;21,7;23,5;67,4;9,5;6,4;5,6;7,2;9,2;1,7
"Rembrandtpark Zuid";700;56,4;48,7;22,7;43,4;42,2;37,7;24,9;3,9;3,4;4,7;5,4;61,3
"Johan Jongkindbuurt";500;21,5;16,5;63,7;3,8;23,3;58,9;7,7;13,6;20,2;30,3;36;0,9
"Lucas/Andreasziekenhuis e.o.";600;37,3;35,9;41,9;31,9;24,1;60,2;6,1;2,6;1,3;1,6;1,9;0,3
"Westlandgracht";10100;44,3;38,4;37,2;27,6;33;56,5;14;5,6;9,3;12,5;14,9;2,8
"Koningin Wilhelminaplein";2600;55,5;48,6;18,8;45,8;41;32,7;22,4;2,5;2;2,3;2,9;19,9
"Andreasterrein";1000;79,6;62,3;32,2;41,9;59,8;32,9;40,1;4,6;8,3;10,1;12,1;65,2
"Delflandpleinbuurt Oost";1300;34,2;28,3;54;15,7;26;72,3;9,2;8,1;14,5;20,1;24,3;1,4
"Delflandpleinbuurt West";3500;35,4;30,5;41,6;18,8;28,6;62,6;9,5;6,9;12,8;17,1;20;1,4
"Riekerhaven";600;22,6;21,8;64,7;1,6;19,9;92,4;0,6;8,8;21,4;30,6;36,7;-0,7
"Schipluidenbuurt";1200;39,5;37,6;37,2;28,2;28,2;63,6;6,9;5,5;4,7;6,5;8,1;0,2
"Sloter-/Riekerpolder";11800;44;36;33,2;28,6;39,6;31,5;28;3,5;5,1;6,8;8,2;118,8
"Riekerpolder";600;49,6;46,2;15,7;37,2;37,9;29,7;10,6;0,5;0,5;0,5;0,8;2,6
"Park Haagseweg";800;57,7;47,5;24,3;38,1;52;13,8;41,5;1,6;1,4;1,6;2,3;580,7
"Nieuwe Meer";100;25,7;21,5;57;10,6;25,7;71,2;3,8;;;;;10,3
"Sloterweg e.o.";200;54,8;40,8;34,4;37,4;49,7;20,7;44,6;2,6;2,6;3,5;3,5;917,1
"Nieuw Sloten Noordwest";2400;41;32,9;36,2;25,6;38;32;29,3;3,8;7,1;9,1;11,4;135,5
"Nieuw Sloten Noordoost";2600;41,3;33,6;34,4;25,4;37,6;35,2;24;3,3;5;6,8;8,5;38,1
"Belgiëplein e.o.";1000;38,1;34,3;41,6;20,8;34,2;51,4;15,1;4,5;11;16,3;18,8;38
"Nieuw Sloten Zuidwest";1800;48;39,3;29,5;35,7;46;15;47,3;1,6;1,4;1,6;2,1;475
"Nieuw Sloten Zuidoost";1600;42,4;32,8;33,1;27,9;36,4;31,5;25,1;3,9;3,7;5,5;6,3;28,6
"Dorp Sloten";600;45,4;38,1;37,6;27,5;43,1;36;28;4;4,3;5,5;6,7;308,6
"Slotervaart Zuid";8400;32,3;25,8;49,2;15,9;27,7;61;11;7;13,2;18,6;22,3;3,4
"Louis Chrispijnbuurt";2500;29,8;24,2;49,5;12,6;27,4;61,8;9,4;6,1;11,3;16,8;20,3;5,4
"Jacques Veltmanbuurt";2800;35,5;28,6;45;19,2;29,3;58,6;12,2;7,5;13,2;16,8;20,3;6,6
"Staalmanbuurt";2400;35,2;26,3;47,1;19,2;31,7;48,9;16,1;6;14,1;20,6;24,7;4,2
"Medisch Centrum Slotervaart";700;17,8;16,4;72,9;2,3;14,6;93,8;0,5;13,2;18,8;26,8;32,5;-0,4
"Buitenveldert-West";11000;54,3;44,8;33,4;32,1;44,2;43,9;22,4;4,3;8,1;11,5;13,6;52,2
"Gelderlandpleinbuurt";3900;52,7;44,7;32,7;30,8;42,4;45,2;19,3;4,2;7,7;11,4;13;40
"Buitenveldert Midden Zuid";3000;49,7;40,3;32,6;31,8;40,9;39,1;20,9;4,4;6,3;8,4;10,1;58
"Buitenveldert Zuidwest";3200;54,1;43,8;34,6;32,9;41,3;48,6;24,5;4,5;11,1;15,4;18,3;53,3
"Amsterdamse Bos";100;;;;;;;;;;;;
"Buitenveldert West Midden";800;81,1;66,5;34,4;35,5;79,3;37,1;34,6;3,9;5,1;7;9,3;284
"Zuiderhof";0;;;;;;;;;;;;
"Buitenveldert-Oost";6200;48,2;39,9;35,9;30,4;38,3;48,5;19;4,9;9,2;12,4;14,8;35,4
"De Klenckebuurt";500;59,1;48,4;20,8;43,3;43,4;30,9;22,7;1,8;3,1;4,5;6,3;95,2
"Buitenveldert Oost Midden";2700;42,2;35,2;40,1;25,8;34,4;53,3;15,6;5,2;12,7;17,2;20,5;22,6
"Buitenveldert Zuidoost";3000;51,8;42,7;34,9;32,2;40,7;47,5;21,2;5,3;7;9,3;11,1;45,7
"Amstelpark";0;;;;;;;;;;;;
"Amstel III/Bullewijk";2300;30,7;29,6;46,4;13,8;23,3;77,5;2,1;7,5;5,4;7,8;10,4;0
"Hoofdcentrum Zuidoost";0;;;;;;;;;;;;
"Amstel III deel A/B Noord";100;;;;;;;;;;;;
"Amstel III deel C/D Noord";0;;;;;;;;;;;;
"Amstel III deel A/B Zuid";2100;29,5;28,4;46,3;12,7;22,7;78;1,5;5,2;3,5;5,3;8,2;0
"Amstel III deel C/D Zuid";0;;;;;;;;;;;;
"AMC";0;;;;;;;;;;;;
"Hoge Dijk";100;;;;;;;;;;;;
"Bijlmer Centrum (D,F,H)";19300;28,2;23,5;51,3;9,8;25,4;67,3;6,3;7,4;17,3;22;25,3;1
"Venserpolder West";4100;29,9;25,3;48;10,7;26,6;65;4,6;7,1;19,5;24,4;27,1;2,1
"Venserpolder Oost";2800;30,6;25,9;45,5;12;27,5;61,8;7,3;6,2;16,6;20,3;23,7;2,8
"D-buurt";1600;17,6;16,2;74,3;2,3;15,7;92,8;0,7;11,5;14,3;22,2;26,7;-3,9
"F-buurt";3500;34,4;28,1;38,9;17,2;30,7;52,9;12,8;5,5;8,6;11;12,6;2,7
"Amsterdamse Poort";800;26,5;22,3;58,2;4,9;24,5;79;2,2;6,2;27,3;35,2;40;0,3
"Hoptille";1500;23,3;19,5;59,5;4,7;21,5;77,7;2,2;8,5;18;23,7;27,8;0,1
"Rechte H-buurt";2400;25;20,2;57,2;6,1;24,4;66,7;6,3;9,5;21,9;27,2;31,7;1
"Hakfort/Huigenbos";1900;24,3;19,2;57,3;4,9;23,8;70,2;4,3;8,8;21,4;27,2;31,4;0,1
"Huntum";200;43,7;38,1;35,4;31,7;;;;;;;;
"Vogeltjeswei";600;32;26,7;43,1;14,5;31,9;45,8;22,5;5,4;12,3;14,6;16,1;153,9
"Nelson Mandelapark";0;;;;;;;;;;;;
"Bijlmer Oost (E,G,K)";23800;30,9;25,1;46,9;13,1;28;58,7;10,5;7,2;16,8;20,9;23,7;2,5
"E-buurt";1600;37,4;27,2;40,9;22,9;31,8;40,7;27,3;6,1;6,2;7,5;9,6;7,6
"G-buurt West";3000;33,4;28,2;41,8;15,7;30,4;50,6;13,1;6,6;10,8;13,6;15,6;3,9
"Bijlmermuseum Noord";1900;23,4;19,1;60,9;4;23,3;74,8;3,1;7,8;27,6;35,5;38,9;0,9
"Kortvoort";2400;27,5;22,9;51,6;7,9;24,9;70,4;3,9;8,8;23,6;29,6;32,7;1,5
"Kelbergen";800;26,7;21,4;51,6;8,5;27,1;55,2;10,5;9,1;13,2;16,8;20;2,1
"K-buurt Midden";1800;26,6;21,5;52;6,5;24,2;71,5;3,2;7,5;19;24,1;27;0,1
"K-buurt Zuidoost";1000;37,6;27,3;37,2;23,6;32,2;41,2;22,7;7;8;9,8;11,6;5,8
"K-buurt Zuidwest";1100;31,5;25,1;47;16,5;30,7;43,4;21;7,1;15,3;16,6;19,8;32,9
"Grunder/Koningshoef";1300;33,8;26,9;40,1;18,6;31,5;41,2;16,8;5,4;9,2;10,8;12,5;13,7
"G-buurt Oost";2800;36,6;33,1;37,9;19;32,5;50,6;13,2;4,7;9,2;12,4;14,6;143,7
"Kantershof";1800;30,9;25,8;45,3;12,5;28,2;59,5;10,9;6;21,5;24,5;27,2;10,7
"Gooise Kant";500;43,5;31;27,8;29;37,6;24,9;30,9;2,8;2,8;3,2;4,4;197,6
"G-buurt Noord";1400;24,4;19,8;59;3,8;22,8;77,4;2,2;9,3;28,9;35,2;38,9;0,4
"Bijlmermuseum Zuid";2400;27,1;21,8;52,4;8,5;25,7;65,5;5,1;10;19,1;24,7;27,9;1,4
"Nellestein";2500;38;32,7;31,6;21,4;33;46;9,8;4,9;7,6;10,3;11,7;44,2
"L-buurt";2500;37,8;32,5;31,7;21;32,7;46,3;9,3;4,9;7,7;10,3;11,8;41,7
"Gaasperpark";0;;;;;;;;;;;;
"Gaasperplas";0;;;;;;;;;;;;
"Holendrecht/Reigersbos";14400;29,2;23,8;47,8;10,5;28;56,3;8,7;5,4;15,4;20,8;23,9;3,8
"Holendrecht West";2100;22,7;17,9;62,4;3,1;23,3;71,8;3,7;6,6;27,8;36;41;1
"Reigersbos Noord";3300;26;20,6;53,8;6,5;25,7;59,7;6,6;7;17,8;25,4;29,3;1,4
"Holendrecht Oost";2100;34,2;28,6;37,9;16,5;34;35,6;17,1;3,1;6,3;8,2;9,7;173,8
"Gaasperdam Noord";1600;31,7;26,3;42,3;13,3;28,8;56,9;7,6;4,3;12,6;17,7;20,5;4,4
"Gaasperdam Zuid";1300;29;25;46,9;10,4;26,7;63,4;5,1;6,3;14,7;20,1;23,6;6,9
"Reigersbos Midden";2000;29,6;24,9;45;11;27,8;58;8,2;4,5;14,4;18,3;21,7;5,8
"Reigersbos Zuid";2000;33,8;27,6;40,1;16,3;31,5;44,8;14,1;4,8;9,8;13,3;14,9;19,1
"Gein";9100;32,4;26,8;42,4;14,9;30,4;47,7;12,5;5,7;11,7;15,4;18;13,5
"Gein Noordwest";2400;28,4;23,5;49,8;9,4;26,2;64,7;5;8,3;19,2;24,9;28,5;2
"Gein Zuidwest";1300;28,4;22,9;49,6;10,7;26,6;62;6,2;7,4;16,5;21,7;25,7;1,4
"Gein Noordoost";2700;37,9;31,8;32,4;21,5;38,1;20,9;27,7;2,3;1,9;2,2;2,9;322,5
"Gein Zuidoost";2700;32,2;26,7;42,3;15;30,2;45,5;10,4;5;10,3;14,2;16,8;9,7
"Driemond";1300;39,7;31,3;36;23,4;37,2;30,4;27,6;3,3;4,1;6,9;8,9;200,5
"Dorp Driemond";1200;38,7;30,9;36,5;22,3;36,4;31,9;25,6;3,5;4,3;7,4;9,5;176,8
"Landelijk gebied Driemond";100;;35,2;;;;;;;;;;
